Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2016-11-28,443692,501869,4177,4953,195411,266979,160582,221298,419534,89595,30920,32193,1002715,1160614,1334824,1625371,940932,692512,7639,10126,462904,315702,458053,394012,317005,415416,4972,6120,220164,140457,144409,102289,489853,683427,34653,33733,165341,187511,417374,336318,13973,23499,2064,3717,12669,22513,1109,1509,707735,742403,9807,11750,398392,276147,309511,328911,47546,71676,1267,1632,33846,12192,10303,23595,237610,271605,6762,5784,162796,154457,99248,106608
2016-11-29,356221,429617,5960,5174,192023,206223,145783,196250,958931,85436,38982,33568,1489748,1135053,1481420,1460848,913750,804923,10228,10423,642870,324833,525258,482787,333130,412615,4864,6333,194076,136320,172264,104479,622769,558537,31943,46701,144951,211053,477119,357710,15425,24814,3444,6260,14385,24440,1183,1542,673862,753833,9565,11909,399622,302247,297372,331298,47242,69760,1770,1717,32840,38042,16179,22656,240991,258909,6674,5697,154507,158613,93055,109017
2016-11-30,315753,370181,6155,5425,181163,179561,144177,175458,643508,89201,40218,36445,2097660,1094663,1374064,1553463,838413,673971,9898,10523,508594,295339,444172,388775,349724,363689,4596,6036,189782,130301,140531,138083,456446,521208,28596,35804,133578,168675,310623,327422,14335,24382,2775,5736,13244,24270,1127,1306,679779,713400,10094,12674,411808,278388,281816,331382,47206,68133,1493,1668,33416,16364,14258,22498,227735,246316,6669,5393,141555,160695,88303,102822
2016-12-01,306727,406068,4069,4344,173285,182943,166232,171787,533530,454890,32154,34243,1135528,1194941,1343687,1653546,795157,632286,9243,9322,456122,296252,417286,345244,298696,359707,4747,6016,172194,128401,133063,101467,490662,563196,32539,35599,138116,169623,312791,369703,14299,24319,3168,6262,13084,23858,1149,1428,693799,696648,8975,11108,414837,292663,291185,337923,50201,68206,1341,1899,40508,11913,10860,21448,256190,236759,6551,5698,129616,200154,84817,96270
2016-12-02,320279,435082,3880,4422,152650,195800,159598,211256,721998,83867,30629,34624,1301724,1144380,1323910,1586834,685268,543101,7056,9125,350881,268911,361496,332495,305116,330168,4708,5931,166537,123251,121514,107673,571353,652582,37685,36560,177523,169348,385696,441948,14747,24423,3295,7100,13574,23884,1277,1460,609072,672897,8812,10702,336044,552965,252199,314949,46833,71285,1014,3110,35684,11489,11550,23101,205453,274632,6445,6944,116020,169071,98393,119031
2016-12-03,334420,458646,6108,6368,121917,151307,194398,245080,506920,83313,28642,28111,861573,910696,1490195,1714301,598590,512874,6306,7607,255933,189228,341424,315393,398569,366929,5854,6473,171315,131959,161645,148649,671800,660671,41998,47157,153909,154623,493888,466523,10926,19063,2993,5195,9529,18099,1485,1784,710292,708752,10570,12618,324309,251859,347815,392994,38692,58665,1051,3031,26566,19973,9782,22651,251103,279498,6266,9203,138281,157586,175034,130322
2016-12-04,478979,539312,4873,5546,141348,202933,276864,307472,453365,104608,26302,27292,850172,1056038,1794038,1907713,734829,684277,6372,9098,296916,279016,426035,379330,513840,448211,5116,5384,228043,151342,270619,174657,788144,876006,59758,48014,159543,159871,516170,542746,8427,15356,1942,3018,7411,14681,1022,1299,766986,814633,11056,11901,364832,293856,350227,381217,47325,60742,1101,3524,28762,10678,10667,23846,270395,295224,7519,7776,144821,166754,129509,141196
2016-12-05,338003,490739,3696,4421,164262,219436,146951,178403,368375,84708,27033,30840,1038532,1154847,1368491,1662774,818924,672656,6835,9411,385963,298662,418006,354238,348035,372775,4957,5304,209224,154098,149972,123135,535103,625781,41642,35555,174021,156886,347252,350795,12480,22372,2983,5539,11501,21631,1014,1280,674767,733434,10205,10878,337167,259969,286307,327156,45965,67463,1024,1910,33522,16315,9569,22321,231795,241548,6899,7089,140475,160552,96701,104625
2016-12-06,301304,406456,4012,5322,158175,209165,139454,180844,466515,479882,30827,38464,1032000,1140133,1492724,1506498,827274,655968,7985,9952,392449,365772,433635,372089,327037,368813,4591,6281,187912,172633,137875,113325,496128,548090,34334,35258,154078,169242,308492,340408,14099,26234,1833,3257,12921,25762,1248,2417,643196,722161,9499,11146,338464,232988,266478,331265,60983,70271,1015,1580,35424,12583,11010,22345,230875,240655,6906,6515,145455,167021,95612,101201
2016-12-07,313642,386925,3610,4615,152344,188668,133288,175710,562310,102207,28015,39548,1010572,1097878,1274310,1472374,762827,627497,7761,9588,369533,289994,403676,328463,312026,379242,3518,4958,187127,153288,138189,102568,721756,747494,32302,41548,221052,237278,531975,481530,15579,25376,2481,4545,14460,24405,1521,1756,646047,717723,9714,12328,337495,241073,257999,335580,49690,74119,766,1218,35607,10228,9737,20200,250089,234904,6835,5561,149620,153334,104216,98861
2016-12-08,318942,391994,4672,6060,157955,185736,143130,182232,508149,96748,27259,36887,971248,1099189,1189065,1494895,758070,737784,7279,10224,332980,277472,424535,439452,298668,382685,4083,5211,190013,152512,137275,99215,638846,638416,32727,35976,169326,165747,358892,516559,12756,25488,2069,3922,12058,25014,1007,1262,622887,715114,10280,13099,334657,229074,256346,326296,39567,69314,988,1321,29695,9865,10563,20150,195212,225440,8114,6506,118516,151407,83477,89599
2016-12-09,319118,419684,4620,5887,173540,188436,164601,196476,895305,91194,32260,33503,914913,1638493,1232816,1378411,773456,582462,8096,10440,300484,247021,388723,316013,286985,359378,3953,5053,186380,132803,153262,136498,583771,655934,31423,43312,178438,184183,380722,459869,12119,21292,2071,4252,11218,20892,990,1273,593794,682503,9786,12003,317926,250331,264033,313321,40143,65933,2182,1673,28820,13369,12002,22354,202628,238358,8344,7196,114128,159158,87348,99992
2016-12-10,350555,439878,4652,5409,118277,156851,206078,232112,306852,76046,27340,31957,800279,968885,1618026,1626466,673243,506670,5834,8130,227114,186113,371554,298258,390023,420692,4529,5359,175881,133532,155896,167081,602865,755123,39320,57460,157450,158558,500015,511451,12985,21778,4573,8561,11827,21192,1026,1321,639384,710949,9063,10695,303542,239795,322478,364972,42892,62048,1426,1479,24636,12327,11156,23174,244355,273168,8000,6042,119215,157258,115730,128918
2016-12-11,434849,514421,3801,4357,158257,194187,243872,292189,678730,83770,24995,28735,845657,1006835,1801442,1935314,701986,595904,6460,9147,262734,214590,399581,378272,388793,493992,3794,4749,189608,154655,222862,170603,632412,737730,46899,49719,155928,173993,468235,537882,11868,26769,2981,6010,10614,29874,1033,1257,681666,784802,9625,11053,364871,248368,327852,376004,44876,65445,1432,1742,29854,15321,10596,25821,254272,309310,6731,5717,230862,161794,117303,133446
2016-12-12,346596,440426,3439,4470,222565,224518,157450,204427,364591,112592,27663,38613,1389893,1234272,1503669,1549919,812656,600361,7176,10186,369572,277082,396307,343577,331676,484794,5735,6788,238875,157650,148926,107183,594373,618716,51210,36254,169647,190521,355854,433439,13985,26772,2205,3806,13109,26269,1028,1573,655608,786329,9242,11289,359414,256217,296717,347352,41610,68182,1496,1657,29729,15441,9444,22562,211129,266526,7654,6039,127145,162471,88610,103322
2016-12-13,332768,452080,3367,4119,164991,202874,146115,198295,401970,99867,25714,31749,1042350,1579793,1646526,1426900,733544,645211,6047,9276,336033,259545,453152,404021,319017,364637,3310,4090,187017,139306,131122,117190,521714,566225,44830,36308,162999,170498,337358,399917,13093,20469,1938,3271,11897,19854,1254,1609,651522,752237,8811,11380,355499,244460,326036,325555,37630,67315,1355,1699,31134,12728,8681,21284,221423,254978,6347,5899,134342,159785,84306,97069
2016-12-14,311860,911024,3473,5044,300555,233054,126439,191276,1510711,91748,24390,31735,1655393,1259568,1411999,1809754,700953,617382,6216,8993,317856,257684,404615,392088,300304,357891,3251,3758,174563,151441,130533,115302,621179,611664,45536,40114,154322,173398,430464,452001,14273,19907,1992,2532,12606,19303,1157,1789,617755,739276,8798,11296,345837,233208,283037,324437,117908,64248,1342,1661,34337,9424,8824,22647,227464,239527,6424,5371,133229,168636,81612,96950
2016-12-15,303336,535270,4310,5738,164196,194135,137422,182208,498417,75002,24587,29951,1091564,1075880,1267139,1465218,665508,578343,9271,13440,292029,257589,353926,284809,295641,364206,4398,5342,175435,143509,125701,103875,494510,491046,46483,39240,150907,161490,331715,339964,14023,21202,2627,4525,12856,20540,1082,1683,590824,705970,11099,13518,330613,248250,276688,316288,38846,60901,1141,1671,30125,14998,9856,20362,232535,273525,8494,6739,114381,202252,77633,99036
2016-12-16,324666,420581,5248,6190,169068,173768,163232,203715,413788,78716,29384,33095,949016,970428,1270844,1417813,599324,475702,9922,13004,251182,206207,326249,247853,331181,331333,5202,5847,172341,129359,122686,98370,484123,472257,33279,34016,133071,154660,286628,364804,12424,18294,2547,4232,10862,17181,1210,1859,588301,690354,11443,13820,313135,231358,270460,320081,38437,65213,1551,3600,29753,19081,9551,20591,193047,221145,7782,7048,107128,139868,78299,92505
2016-12-17,356231,438007,5968,7053,119870,137976,216403,226141,379733,83298,27923,32081,1094411,821656,1712705,1759516,522357,493239,9044,11030,175556,160603,318652,300472,501098,447242,6498,7870,157654,152041,221454,153518,521201,601729,42819,41858,135775,149850,354023,477288,10214,17251,2429,5585,8960,16509,1088,1515,636688,692207,11270,14164,311880,242963,355618,361725,35081,63765,1516,2209,25395,8838,8999,21545,241577,245917,7114,6915,113957,144399,106880,131389
2016-12-18,452470,575190,5555,6286,169847,176616,243244,333575,432220,108168,27803,35025,799543,900947,1724280,1940094,587695,594609,9536,13287,219543,183479,369369,358587,515207,439822,6055,6569,176451,171565,243338,210549,874479,664087,67075,56136,178466,253591,616017,633450,9435,18805,2086,3601,8267,19118,1147,1519,644346,777653,11186,14370,335585,271889,328771,365548,39690,63028,1391,1790,29996,7473,9998,22552,302261,272765,7929,7246,143856,156564,125186,166287
2016-12-19,422825,439583,5572,8564,216435,425648,197413,192820,644876,211176,31197,42846,1052534,1098773,1447301,1621344,613370,556441,10523,14061,264924,228825,340230,301641,409710,408947,5561,6210,266934,155493,220385,173671,772411,577688,49516,41292,190744,284247,398700,471490,11535,18949,1711,3741,10598,18801,1090,1618,619310,718888,10278,13025,332127,244908,273517,336334,40711,69142,1144,1721,33964,7702,12353,21340,250353,248283,7009,6114,136338,164153,96036,115782
2016-12-20,354363,383352,5828,8078,214739,193965,181260,179900,480883,227721,30972,43482,996354,1039506,1240937,1444626,559014,681774,10317,15513,265704,213641,483252,316087,387430,544755,6739,6929,191034,160941,171141,183696,589980,566264,40043,43027,155577,182608,539270,388702,12892,20743,2882,4595,12013,20330,1098,1469,641121,701004,10875,14195,344316,234732,272937,332596,40986,73527,2885,2040,32757,7830,12982,22115,216024,235755,7823,6788,125882,150313,85563,103958
2016-12-21,336876,401234,5615,6604,184505,207287,190900,181804,537914,123834,29018,39858,981217,1024956,1327667,1475662,571676,807905,11615,18068,229178,344003,414333,281916,408648,394953,5538,6116,165751,150179,150345,152348,543470,557442,35034,41667,140962,175594,427631,340228,13693,21700,3250,5372,12726,21335,1162,1401,616357,679841,10516,13428,330019,254156,255489,316644,40273,65283,1428,1860,30535,9330,29215,22011,229584,232045,7596,6081,123371,147896,86962,107164
2016-12-22,340775,380243,4147,5124,162942,180644,167091,195212,779992,106535,33315,40124,910017,1038339,1227595,1544127,559586,510075,12546,13853,203966,401075,342653,260620,342294,363225,5117,5200,157324,126818,161930,155313,438914,499551,35243,39270,136747,167839,317997,324690,12314,20010,2415,4831,11331,19530,1102,1255,597669,672547,9586,12109,320900,229027,257936,311599,36815,72332,1356,4032,39202,15143,18182,21408,215745,232503,6857,6149,120279,149934,86485,106969
2016-12-23,412760,431127,4098,5063,164355,149321,253885,214400,390537,215566,28163,34266,798618,1115132,1390993,2169306,483123,441818,9926,11763,175775,311236,299681,247445,336291,377513,4852,5399,149132,115432,165283,139275,570247,738033,53211,61954,147478,193462,497908,535862,13216,28816,3017,6596,12218,20632,1205,1457,578332,658012,10682,14329,302735,234523,256610,296898,38797,60150,1821,4292,26513,8557,9531,22227,214582,226984,8114,7389,149802,144572,83882,105834
2016-12-24,463000,573568,4787,5803,128071,118843,304547,313336,543800,251004,31987,36780,787906,975623,1711761,2667314,532756,392260,7619,8755,134110,129685,309217,298743,311298,388621,5444,6032,116563,91986,200350,129526,633447,668516,49972,46351,167266,176461,502334,475146,9604,23836,3076,5533,8635,15531,1142,1392,594491,669879,9902,13008,281358,244874,286746,355162,38104,60071,1369,1967,22461,12377,10386,23422,230102,239396,7052,6067,115193,144263,93643,124305
2016-12-25,762869,1073799,4928,6562,161520,177839,459377,714752,472985,71124,27703,29922,724882,881159,1881142,2794900,631320,448180,8042,9125,119586,144721,359842,343196,333353,454066,4327,5542,118917,94236,238469,145774,555999,608868,47219,42406,153705,162530,400238,450040,14622,19851,2733,6939,14856,19000,1367,1358,588059,840388,9983,13354,323229,306413,309860,439163,46534,60111,1417,2815,21517,10284,16055,30456,243821,260887,7704,6775,123642,144648,104823,135969
2016-12-26,779181,900990,3869,4692,182172,178568,376834,691741,564433,72659,25745,30521,885344,899758,1885234,2217939,1196623,948930,12231,15408,592268,331080,419557,359943,376771,457681,6880,8196,163985,131684,210658,151245,430560,677824,33948,35172,228585,175793,298282,480333,9043,16096,2397,4246,8205,15157,1383,1379,554436,959999,10494,12249,308514,269295,315403,406686,51509,67386,1360,2034,25823,17679,17930,33762,245226,260833,7214,6701,128143,151133,101114,122174
2016-12-27,532466,598702,3986,5190,166450,209151,280676,342086,508872,81112,31491,35305,947856,1177551,2233895,2485883,752107,537120,9079,12101,303219,252063,388169,342534,578994,486543,6996,8082,205459,171584,241852,168373,547150,605164,38940,44769,198095,176033,373507,403312,10633,16437,2406,4083,9854,16090,1024,1254,521721,935712,10573,12522,285858,240074,300725,394857,52492,68695,1223,2189,26837,13032,14408,30052,264827,253905,7069,6778,144878,158656,101241,113246
2016-12-28,443942,586909,4586,5688,148391,204089,279414,282324,397528,75066,32763,35886,913107,1438545,2205350,2363465,644777,553265,11142,16402,276625,296177,387695,333540,499138,613043,5383,6172,290021,164291,228252,162031,474079,563434,30884,36637,161926,148212,371846,348470,13180,26347,1897,3819,12506,29784,1063,1213,493699,845850,11174,12335,279774,229718,254722,383633,48723,67994,1905,1736,27232,11970,12952,28400,279653,250190,8489,8130,159551,156718,107532,110692
2016-12-29,619952,533781,4177,5394,143074,275491,336093,290884,370149,77944,29410,32139,1033103,1450102,2623496,2926504,600900,532972,10691,12059,244562,218824,389073,443923,526340,429723,6090,5980,203821,201839,276271,156693,535349,930505,33598,38340,160301,144979,425898,633426,11284,19422,2001,3627,10375,18370,1047,1425,508790,732260,10548,12246,277191,212428,229553,345908,47271,71687,1368,1674,27161,10816,19588,29333,264136,236692,8586,7913,146353,150498,93555,109808
2016-12-30,471933,531140,3820,4489,152347,187804,336565,306621,652771,84894,27524,32922,1041255,1068844,2063199,2009337,550282,474981,6495,7318,185852,175023,356632,311655,422985,431338,5748,6708,175097,144473,231301,154667,611766,674134,37349,53985,125630,155770,492832,517417,16160,23905,2786,4738,14787,23178,1699,1909,569082,584874,9566,11433,304085,203133,231349,296597,46485,64058,1192,1733,24743,16796,15331,27239,244719,233621,7097,6939,131184,143385,99376,110069
2016-12-31,583867,611574,4763,5816,138064,137719,347080,369076,404885,75554,27780,35200,904221,889105,1953016,1933917,536773,449486,6406,6997,142971,140118,397293,281485,361629,412570,5015,5522,138071,117423,198176,148877,827257,766966,42622,65664,164067,185934,634727,679901,11373,19205,2571,4326,10071,18024,1333,1667,657583,683200,9346,11859,254182,152139,390699,462530,42913,58021,1218,1652,21457,7620,17745,25447,238937,247155,7752,6531,116780,130549,117797,125916
2017-01-01,552961,667247,4757,5791,128920,156276,331240,455424,924135,76736,29318,30679,881921,910651,2390837,2470317,525500,458329,5664,7040,117980,119045,371735,323463,386401,511797,4617,4611,151813,161682,211289,222437,590098,662118,38839,73944,172434,168896,465344,530353,8583,15220,2146,2871,7347,14807,1157,1353,887745,852686,10584,12217,302320,199338,473362,567325,43422,75012,1492,1866,23401,6883,18523,30856,288282,278825,8971,8077,137659,172297,126927,150916
2017-01-02,434951,554724,4251,5167,157818,210436,259572,280719,1124723,80979,29067,32579,942211,1080752,1934636,2191595,736922,586428,6147,7747,220966,208654,468272,328951,397632,507313,4405,5388,203347,395058,176814,157022,677560,844428,45274,61010,197721,207377,551889,677700,11180,18048,2235,3114,10257,17698,947,1296,846277,746632,10972,12747,320573,221903,438785,415191,44452,70927,1284,3234,27022,8798,15331,29762,312561,309209,9108,8379,153389,201152,137475,158503
